Partial-Vaccinated,State,Total,Total-Vaccinated,Vaccinated-today,date
11331864.0,Andhra Pradesh,14091954.0,2760090.0,0,2021-06-24
18906381.0,Rajasthan,22498537.0,3592156.0,0,2021-06-24
510253.0,Manipur,582812.0,72559.0,0,2021-06-24
554159.0,Meghalaya,629732.0,75573.0,0,2021-06-24
443264.0,Mizoram,496292.0,53028.0,0,2021-06-24
376992.0,Nagaland,430786.0,53794.0,0,2021-06-24
8876967.0,Odisha,10768555.0,1891588.0,0,2021-06-24
394822.0,Puducherry,454183.0,59361.0,0,2021-06-24
4839975.0,Punjab,5736334.0,896359.0,0,2021-06-24
337151.0,Sikkim,397182.0,60031.0,0,2021-06-24
15778964.0,Madhya Pradesh,17982499.0,2203535.0,0,2021-06-24
11290982.0,Tamil Nadu,13638143.0,2347161.0,0,2021-06-24
8233487.0,Telangana,9654650.0,1421163.0,0,2021-06-24
1788531.0,Tripura,2345219.0,556688.0,0,2021-06-24
23925115.0,Uttar Pradesh,28067646.0,4142531.0,0,2021-06-24
3176650.0,Uttarakhand,3922673.0,746023.0,0,2021-06-24
15536883.0,West Bengal,20023587.0,4486704.0,0,2021-06-24
128630.0,Andaman and Nicobar Islands,144234.0,15604.0,0,2021-06-24
23664254.0,Maharashtra,29346408.0,5682154.0,0,2021-06-24
158463.0,Daman and Diu,173633.0,15170.0,0,2021-06-24
45566.0,Lakshadweep,52829.0,7263.0,0,2021-06-24
701689.0,Goa,805001.0,103312.0,0,2021-06-24
437023.0,Arunachal Pradesh,517144.0,80121.0,0,2021-06-24
5235656.0,Assam,6357035.0,1121379.0,0,2021-06-24
12865839.0,Bihar,14980997.0,2115158.0,0,2021-06-24
397301.0,Chandigarh,475527.0,78226.0,0,2021-06-24
146089.0,Dadra and Nagar Haveli,158498.0,12409.0,0,2021-06-24
5179719.0,Delhi,6807728.0,1628009.0,0,2021-06-24
5542189.0,Chhattisgarh,6784592.0,1242403.0,0,2021-06-24
18475542.0,Gujarat,23514159.0,5038617.0,0,2021-06-24
6863286.0,Haryana,8088754.0,1225468.0,0,2021-06-24
2745047.0,Himachal Pradesh,3185494.0,440447.0,0,2021-06-24
3502798.0,Jammu and Kashmir,4119719.0,616921.0,0,2021-06-24
5169299.0,Jharkhand,6133292.0,963993.0,0,2021-06-24
17127137.0,Karnataka,20513122.0,3385985.0,0,2021-06-24
10117042.0,Kerala,12837599.0,2720557.0,0,2021-06-24
166167.0,Ladakh,203725.0,37558.0,0,2021-06-24
701689.0,Goa,805001.0,103312.0,13312.0,2021-06-23
17126371.0,Karnataka,20512334.0,3385963.0,382733.0,2021-06-23
5167917.0,Jharkhand,6131818.0,963901.0,116822.0,2021-06-23
3502239.0,Jammu and Kashmir,4119122.0,616883.0,62459.0,2021-06-23
2744942.0,Himachal Pradesh,3185389.0,440447.0,144491.0,2021-06-23
6863194.0,Haryana,8088643.0,1225449.0,65135.0,2021-06-23
18475269.0,Gujarat,23513610.0,5038341.0,431180.0,2021-06-23
11331864.0,Andhra Pradesh,14091954.0,2760090.0,28963.0,2021-06-23
5179708.0,Delhi,6807716.0,1628008.0,109655.0,2021-06-23
146089.0,Dadra and Nagar Haveli,158498.0,12409.0,3681.0,2021-06-23
5541241.0,Chhattisgarh,6783572.0,1242331.0,156644.0,2021-06-23
397301.0,Chandigarh,475527.0,78226.0,6976.0,2021-06-23
12863306.0,Bihar,14978417.0,2115111.0,259451.0,2021-06-23
5233285.0,Assam,6354626.0,1121341.0,354679.0,2021-06-23
436991.0,Arunachal Pradesh,517112.0,80121.0,11609.0,2021-06-23
166167.0,Ladakh,203725.0,37558.0,1387.0,2021-06-23
10116957.0,Kerala,12837481.0,2720524.0,162602.0,2021-06-23
394822.0,Puducherry,454182.0,59360.0,8538.0,2021-06-23
45566.0,Lakshadweep,52829.0,7263.0,255.0,2021-06-23
15775623.0,Madhya Pradesh,17978981.0,2203358.0,1133209.0,2021-06-23
15536230.0,West Bengal,20022881.0,4486651.0,339474.0,2021-06-23
3176320.0,Uttarakhand,3922340.0,746020.0,118853.0,2021-06-23
23918186.0,Uttar Pradesh,28060510.0,4142324.0,771428.0,2021-06-23
1788351.0,Tripura,2344975.0,556624.0,47293.0,2021-06-23
8233390.0,Telangana,9654533.0,1421143.0,159073.0,2021-06-23
11289696.0,Tamil Nadu,13636788.0,2347092.0,170742.0,2021-06-23
337151.0,Sikkim,397182.0,60031.0,11708.0,2021-06-23
18905925.0,Rajasthan,22498043.0,3592118.0,315952.0,2021-06-23
4839891.0,Punjab,5736250.0,896359.0,78987.0,2021-06-23
8874332.0,Odisha,10765825.0,1891493.0,302316.0,2021-06-23
376992.0,Nagaland,430786.0,53794.0,10535.0,2021-06-23
443264.0,Mizoram,496292.0,53028.0,22848.0,2021-06-23
554067.0,Meghalaya,629639.0,75572.0,12091.0,2021-06-23
510253.0,Manipur,582812.0,72559.0,6166.0,2021-06-23
23663198.0,Maharashtra,29345261.0,5682063.0,617216.0,2021-06-23
128630.0,Andaman and Nicobar Islands,144234.0,15604.0,3905.0,2021-06-23
158463.0,Daman and Diu,173633.0,15170.0,3400.0,2021-06-23
155252.0,Daman and Diu,170200.0,14948.0,3723.0,2021-06-22
5080592.0,Delhi,6697233.0,1616641.0,84796.0,2021-06-22
16752226.0,Karnataka,20104474.0,3352248.0,394389.0,2021-06-22
5055364.0,Jharkhand,6000196.0,944832.0,102360.0,2021-06-22
3439485.0,Jammu and Kashmir,4051418.0,611933.0,38076.0,2021-06-22
2600380.0,Himachal Pradesh,3040740.0,440360.0,120697.0,2021-06-22
6800712.0,Haryana,8011052.0,1210340.0,76343.0,2021-06-22
18105136.0,Gujarat,23067276.0,4962140.0,427248.0,2021-06-22
688792.0,Goa,791272.0,102480.0,14602.0,2021-06-22
142449.0,Dadra and Nagar Haveli,154806.0,12357.0,3978.0,2021-06-22
164799.0,Ladakh,202329.0,37530.0,1552.0,2021-06-22
5386159.0,Chhattisgarh,6605593.0,1219434.0,107994.0,2021-06-22
390586.0,Chandigarh,468436.0,77850.0,7766.0,2021-06-22
12546864.0,Bihar,14642396.0,2095532.0,288917.0,2021-06-22
4885776.0,Assam,5989078.0,1103302.0,247592.0,2021-06-22
425013.0,Arunachal Pradesh,505027.0,80014.0,10299.0,2021-06-22
11306134.0,Andhra Pradesh,14058162.0,2752028.0,42891.0,2021-06-22
15251854.0,West Bengal,19667535.0,4415681.0,300313.0,2021-06-22
10022247.0,Kerala,12668936.0,2646689.0,230646.0,2021-06-22
124729.0,Andaman and Nicobar Islands,140296.0,15567.0,2788.0,2021-06-22
45234.0,Lakshadweep,52459.0,7225.0,191.0,2021-06-22
4764482.0,Punjab,5647031.0,882549.0,114539.0,2021-06-22
14660585.0,Madhya Pradesh,16803173.0,2142588.0,4842.0,2021-06-22
3056963.0,Uttarakhand,3799085.0,742122.0,118827.0,2021-06-22
23129586.0,Uttar Pradesh,27232439.0,4102853.0,810368.0,2021-06-22
1733843.0,Tripura,2285345.0,551502.0,183055.0,2021-06-22
8076582.0,Telangana,9486520.0,1409938.0,149402.0,2021-06-22
325348.0,Sikkim,385331.0,59983.0,13731.0,2021-06-22
18591445.0,Rajasthan,22139075.0,3547630.0,378870.0,2021-06-22
11092832.0,Tamil Nadu,13414792.0,2321960.0,219764.0,2021-06-22
387363.0,Puducherry,445363.0,58000.0,7947.0,2021-06-22
8574489.0,Odisha,10441470.0,1866981.0,266376.0,2021-06-22
366444.0,Nagaland,419911.0,53467.0,9883.0,2021-06-22
420432.0,Mizoram,473304.0,52872.0,27429.0,2021-06-22
541746.0,Meghalaya,617157.0,75411.0,12594.0,2021-06-22
504048.0,Manipur,576461.0,72413.0,3977.0,2021-06-22
23089545.0,Maharashtra,28706375.0,5616830.0,558186.0,2021-06-22
379550.0,Puducherry,436571.0,57021.0,17333,2021-06-21
22587693.0,Maharashtra,28128768.0,5541075.0,383121,2021-06-21
500102.0,Manipur,572397.0,72295.0,6611,2021-06-21
528959.0,Meghalaya,604195.0,75236.0,13191,2021-06-21
393007.0,Mizoram,445820.0,52813.0,17064,2021-06-21
356362.0,Nagaland,409572.0,53210.0,9920,2021-06-21
8309521.0,Odisha,10149548.0,1840027.0,294338,2021-06-21
22296504.0,Uttar Pradesh,26359410.0,4062906.0,716966,2021-06-21
4654728.0,Punjab,5521994.0,867266.0,93939,2021-06-21
18233535.0,Rajasthan,21713044.0,3479509.0,444777,2021-06-21
311460.0,Sikkim,371403.0,59943.0,11962,2021-06-21
10807056.0,Tamil Nadu,13106666.0,2299610.0,361213,2021-06-21
7928931.0,Telangana,9327568.0,1398637.0,147825,2021-06-21
1549142.0,Tripura,2093251.0,544109.0,146923,2021-06-21
163217.0,Ladakh,200706.0,37489.0,1415,2021-06-21
2938547.0,Uttarakhand,3676500.0,737953.0,119310,2021-06-21
44826.0,Lakshadweep,52001.0,7175.0,396,2021-06-21
674546.0,Goa,776098.0,101552.0,15647,2021-06-21
9878112.0,Kerala,12431202.0,2553090.0,262875,2021-06-21
16339169.0,Karnataka,19652759.0,3313590.0,1111753,2021-06-21
151712.0,Daman and Diu,166457.0,14745.0,4374,2021-06-21
121964.0,Andaman and Nicobar Islands,137495.0,15531.0,783,2021-06-21
11265333.0,Andhra Pradesh,14011163.0,2745830.0,48683,2021-06-21
414267.0,Arunachal Pradesh,494030.0,79763.0,13170,2021-06-21
4635279.0,Assam,5721227.0,1085948.0,354621,2021-06-21
12161634.0,Bihar,14235058.0,2073424.0,519955,2021-06-21
382966.0,Chandigarh,460426.0,77460.0,6748,2021-06-21
5278123.0,Chhattisgarh,6480379.0,1202256.0,90240,2021-06-21
138512.0,Dadra and Nagar Haveli,150810.0,12298.0,4176,2021-06-21
5013438.0,Delhi,6611234.0,1597796.0,76282,2021-06-21
17730463.0,Gujarat,22619651.0,4889188.0,509417,2021-06-21
6690650.0,Haryana,7879825.0,1189175.0,493436,2021-06-21
2478389.0,Himachal Pradesh,2918724.0,440335.0,98669,2021-06-21
3402011.0,Jammu and Kashmir,4009211.0,607200.0,35503,2021-06-21
4957150.0,Jharkhand,5883561.0,926411.0,87427,2021-06-21
14997560.0,West Bengal,19349842.0,4352282.0,325479,2021-06-21
14594389.0,Madhya Pradesh,16733198.0,2138809.0,1670383,2021-06-21
12965037.0,Madhya Pradesh,15019817.0,2054780.0,692,2021-06-20
147394.0,Daman and Diu,162077.0,14683.0,168,2021-06-20
22244712.0,Maharashtra,27733974.0,5489262.0,113010,2021-06-20
493565.0,Manipur,565710.0,72145.0,424,2021-06-20
515897.0,Meghalaya,590972.0,75075.0,515,2021-06-20
376032.0,Mizoram,428686.0,52654.0,0,2021-06-20
346298.0,Nagaland,399370.0,53072.0,4206,2021-06-20
8037617.0,Odisha,9846132.0,1808515.0,16802,2021-06-20
362503.0,Puducherry,418672.0,56169.0,8228,2021-06-20
4565935.0,Punjab,5422887.0,856952.0,33906,2021-06-20
17808082.0,Rajasthan,21238176.0,3430094.0,347685,2021-06-20
299524.0,Sikkim,359435.0,59911.0,803,2021-06-20
10429212.0,Tamil Nadu,12701415.0,2272203.0,149695,2021-06-20
7785158.0,Telangana,9173921.0,1388763.0,100463,2021-06-20
1403613.0,Tripura,1942706.0,539093.0,20745,2021-06-20
21602698.0,Uttar Pradesh,25627085.0,4024387.0,8745,2021-06-20
2821983.0,Uttarakhand,3556154.0,734171.0,13906,2021-06-20
44347.0,Lakshadweep,51507.0,7160.0,88,2021-06-20
121202.0,Andaman and Nicobar Islands,136708.0,15506.0,0,2021-06-20
161809.0,Ladakh,199286.0,37477.0,0,2021-06-20
4953785.0,Delhi,6533793.0,1580008.0,11673,2021-06-20
11201229.0,Andhra Pradesh,13940560.0,2739331.0,1368049,2021-06-20
400684.0,Arunachal Pradesh,480320.0,79636.0,1843,2021-06-20
4294662.0,Assam,5360385.0,1065723.0,33473,2021-06-20
11630826.0,Bihar,13680378.0,2049552.0,128100,2021-06-20
376354.0,Chandigarh,453577.0,77223.0,3484,2021-06-20
5192061.0,Chhattisgarh,6380490.0,1188429.0,4117,2021-06-20
134367.0,Dadra and Nagar Haveli,146627.0,12260.0,160,2021-06-20
659181.0,Goa,760206.0,101025.0,12425,2021-06-20
9719116.0,Kerala,12161549.0,2442433.0,57483,2021-06-20
17278756.0,Gujarat,22099535.0,4820779.0,189849,2021-06-20
6216032.0,Haryana,7367943.0,1151911.0,37118,2021-06-20
2379678.0,Himachal Pradesh,2819998.0,440320.0,842,2021-06-20
3367528.0,Jammu and Kashmir,3970723.0,603195.0,14127,2021-06-20
4869438.0,Jharkhand,5778609.0,909171.0,104955,2021-06-20
15268722.0,Karnataka,18498363.0,3229641.0,68072,2021-06-20
14736671.0,West Bengal,19010947.0,4274276.0,67619,2021-06-20
147243.0,Daman and Diu,161908.0,14665.0,5640.0,2021-06-19
44126.0,Lakshadweep,51284.0,7158.0,321.0,2021-06-19
121201.0,Andaman and Nicobar Islands,136707.0,15506.0,849.0,2021-06-19
12964134.0,Madhya Pradesh,15018743.0,2054609.0,21973.0,2021-06-19
493052.0,Manipur,565195.0,72143.0,4062.0,2021-06-19
514835.0,Meghalaya,589906.0,75071.0,11376.0,2021-06-19
376032.0,Mizoram,428686.0,52654.0,7256.0,2021-06-19
341974.0,Nagaland,395022.0,53048.0,2471.0,2021-06-19
8019234.0,Odisha,9825907.0,1806673.0,158516.0,2021-06-19
354186.0,Puducherry,410129.0,55943.0,24381.0,2021-06-19
17479778.0,Rajasthan,20869269.0,3389491.0,217539.0,2021-06-19
298722.0,Sikkim,358633.0,59911.0,11244.0,2021-06-19
10238404.0,Tamil Nadu,12498914.0,2260510.0,310801.0,2021-06-19
7684311.0,Telangana,9069710.0,1385399.0,188866.0,2021-06-19
1383797.0,Tripura,1920866.0,537069.0,57814.0,2021-06-19
21587631.0,Uttar Pradesh,25610808.0,4023177.0,440268.0,2021-06-19
2809750.0,Uttarakhand,3541936.0,732186.0,25504.0,2021-06-19
14677149.0,West Bengal,18937419.0,4260270.0,277470.0,2021-06-19
9850955.0,Andhra Pradesh,12503233.0,2652278.0,14248.0,2021-06-19
22134489.0,Maharashtra,27616708.0,5482219.0,381364.0,2021-06-19
4535431.0,Punjab,5385524.0,850093.0,26228.0,2021-06-19
161809.0,Ladakh,199286.0,37477.0,1128.0,2021-06-19
646436.0,Goa,747361.0,100925.0,20356.0,2021-06-19
9676904.0,Kerala,12103202.0,2426298.0,105036.0,2021-06-19
4269193.0,Assam,5324600.0,1055407.0,110521.0,2021-06-19
11471642.0,Bihar,13509656.0,2038014.0,307142.0,2021-06-19
372899.0,Chandigarh,450057.0,77158.0,9308.0,2021-06-19
5189635.0,Chhattisgarh,6375229.0,1185594.0,8458.0,2021-06-19
134208.0,Dadra and Nagar Haveli,146467.0,12259.0,5052.0,2021-06-19
4943731.0,Delhi,6522118.0,1578387.0,86131.0,2021-06-19
398545.0,Arunachal Pradesh,478167.0,79622.0,8484.0,2021-06-19
17116300.0,Gujarat,21903561.0,4787261.0,298818.0,2021-06-19
6180911.0,Haryana,7327041.0,1146130.0,72025.0,2021-06-19
2378841.0,Himachal Pradesh,2819145.0,440304.0,25445.0,2021-06-19
3351691.0,Jammu and Kashmir,3953717.0,602026.0,37842.0,2021-06-19
4762333.0,Jharkhand,5656138.0,893805.0,94683.0,2021-06-19
15205385.0,Karnataka,18421390.0,3216005.0,265017.0,2021-06-19
17259146.0,Rajasthan,20630839.0,3371693.0,335589.0,2021-06-18
489047.0,Manipur,561047.0,72000.0,4471.0,2021-06-18
503100.0,Meghalaya,578098.0,74998.0,14800.0,2021-06-18
368782.0,Mizoram,421435.0,52653.0,10899.0,2021-06-18
339208.0,Nagaland,392226.0,53018.0,9427.0,2021-06-18
7882328.0,Odisha,9656101.0,1773773.0,140346.0,2021-06-18
330113.0,Puducherry,385272.0,55159.0,15881.0,2021-06-18
4513149.0,Punjab,5356568.0,843419.0,25842.0,2021-06-18
7499623.0,Telangana,8874911.0,1375288.0,173351.0,2021-06-18
287492.0,Sikkim,347391.0,59899.0,15564.0,2021-06-18
9911018.0,Tamil Nadu,12148674.0,2237656.0,164229.0,2021-06-18
12950585.0,Madhya Pradesh,14994833.0,2044248.0,14833.0,2021-06-18
1328982.0,Tripura,1860877.0,531895.0,66978.0,2021-06-18
21162728.0,Uttar Pradesh,25149677.0,3986949.0,456517.0,2021-06-18
2786799.0,Uttarakhand,3515649.0,728850.0,37214.0,2021-06-18
14455315.0,West Bengal,18645621.0,4190306.0,205204.0,2021-06-18
141691.0,Daman and Diu,156257.0,14566.0,3079.0,2021-06-18
21802528.0,Maharashtra,27220156.0,5417628.0,223836.0,2021-06-18
389369.0,Arunachal Pradesh,468875.0,79506.0,14136.0,2021-06-18
43642.0,Lakshadweep,50773.0,7131.0,206.0,2021-06-18
160703.0,Ladakh,198155.0,37452.0,1431.0,2021-06-18
9838546.0,Andhra Pradesh,12487466.0,2648920.0,22692.0,2021-06-18
4179861.0,Assam,5210614.0,1030753.0,115685.0,2021-06-18
11158741.0,Bihar,13174680.0,2015939.0,152601.0,2021-06-18
363813.0,Chandigarh,440585.0,76772.0,7887.0,2021-06-18
5185507.0,Chhattisgarh,6365119.0,1179612.0,6272.0,2021-06-18
129198.0,Dadra and Nagar Haveli,141387.0,12189.0,3598.0,2021-06-18
4881510.0,Delhi,6434195.0,1552685.0,77605.0,2021-06-18
626378.0,Goa,726686.0,100308.0,17659.0,2021-06-18
16854511.0,Gujarat,21596263.0,4741752.0,254018.0,2021-06-18
6113489.0,Haryana,7247474.0,1133985.0,88701.0,2021-06-18
2354749.0,Himachal Pradesh,2793097.0,438348.0,50848.0,2021-06-18
3313601.0,Jammu and Kashmir,3910835.0,597234.0,45569.0,2021-06-18
4670691.0,Jharkhand,5546776.0,876085.0,95618.0,2021-06-18
14971193.0,Karnataka,18130798.0,3159605.0,216926.0,2021-06-18
9589345.0,Kerala,11996311.0,2406966.0,99480.0,2021-06-18
120382.0,Andaman and Nicobar Islands,135850.0,15468.0,842.0,2021-06-18
43210.0,Lakshadweep,50334.0,7124.0,221,2021-06-17
119448.0,Andaman and Nicobar Islands,134897.0,15449.0,960,2021-06-17
16920784.0,Rajasthan,20286459.0,3365675.0,239147,2021-06-17
484633.0,Manipur,556448.0,71815.0,2099,2021-06-17
487996.0,Meghalaya,562928.0,74932.0,17917,2021-06-17
357878.0,Mizoram,410513.0,52635.0,16713,2021-06-17
329664.0,Nagaland,382540.0,52876.0,9144,2021-06-17
7756546.0,Odisha,9506300.0,1749754.0,143649,2021-06-17
314298.0,Puducherry,368948.0,54650.0,15381,2021-06-17
4490513.0,Punjab,5327778.0,837265.0,25306,2021-06-17
271946.0,Sikkim,331827.0,59881.0,14388,2021-06-17
12934175.0,Madhya Pradesh,14975268.0,2041093.0,123962,2021-06-17
9713059.0,Tamil Nadu,11935112.0,2222053.0,220685,2021-06-17
7327371.0,Telangana,8694842.0,1367471.0,177409,2021-06-17
1264502.0,Tripura,1791260.0,526758.0,53652,2021-06-17
20725526.0,Uttar Pradesh,24673597.0,3948071.0,402457,2021-06-17
2752271.0,Uttarakhand,3477183.0,724912.0,31824,2021-06-17
9817124.0,Andhra Pradesh,12462701.0,2645577.0,21759,2021-06-17
138597.0,Daman and Diu,153121.0,14524.0,2361,2021-06-17
21609227.0,Maharashtra,26985938.0,5376711.0,200502,2021-06-17
14282047.0,West Bengal,18431037.0,4148990.0,175738,2021-06-17
374023.0,Arunachal Pradesh,453458.0,79435.0,13690,2021-06-17
16632294.0,Gujarat,21334287.0,4701993.0,215489,2021-06-17
4089782.0,Assam,5092307.0,1002525.0,90006,2021-06-17
10995411.0,Bihar,12982413.0,1987002.0,175270,2021-06-17
356082.0,Chandigarh,432584.0,76502.0,7016,2021-06-17
5182271.0,Chhattisgarh,6357584.0,1175313.0,5507,2021-06-17
4818228.0,Delhi,6355530.0,1537302.0,90217,2021-06-17
609077.0,Goa,708794.0,99717.0,16685,2021-06-17
125600.0,Dadra and Nagar Haveli,137754.0,12154.0,3634,2021-06-17
6031899.0,Haryana,7150855.0,1118956.0,122619,2021-06-17
2304599.0,Himachal Pradesh,2741702.0,437103.0,41997,2021-06-17
3267877.0,Jammu and Kashmir,3860287.0,592410.0,38182,2021-06-17
4580622.0,Jharkhand,5439159.0,858537.0,75248,2021-06-17
14771770.0,Karnataka,17899357.0,3127587.0,191411,2021-06-17
9504983.0,Kerala,11895426.0,2390443.0,146142,2021-06-17
159275.0,Ladakh,196717.0,37442.0,2207,2021-06-17
4756248.0,Delhi,6263721.0,1507473.0,54911,2021-06-16
4506462.0,Jharkhand,5351699.0,845237.0,64830,2021-06-16
3229615.0,Jammu and Kashmir,3818944.0,589329.0,33073,2021-06-16
2262895.0,Himachal Pradesh,2699523.0,436628.0,40347,2021-06-16
5919214.0,Haryana,7020156.0,1100942.0,61427,2021-06-16
16440786.0,Gujarat,21112010.0,4671224.0,248589,2021-06-16
592719.0,Goa,691969.0,99250.0,14917,2021-06-16
2725505.0,Uttarakhand,3444654.0,719149.0,24935,2021-06-16
121993.0,Dadra and Nagar Haveli,134116.0,12123.0,3327,2021-06-16
5179502.0,Chhattisgarh,6350848.0,1171346.0,5443,2021-06-16
349204.0,Chandigarh,425495.0,76291.0,6236,2021-06-16
10763130.0,Bihar,12716811.0,1953681.0,493926,2021-06-16
4018537.0,Assam,4998717.0,980180.0,44675,2021-06-16
359462.0,Arunachal Pradesh,438804.0,79342.0,12046,2021-06-16
9795862.0,Andhra Pradesh,12439899.0,2644037.0,30649,2021-06-16
9386066.0,Kerala,11746936.0,2360870.0,108798,2021-06-16
14594061.0,Karnataka,17695431.0,3101370.0,195401,2021-06-16
7631412.0,Odisha,9350452.0,1719040.0,152824,2021-06-16
157081.0,Ladakh,194501.0,37420.0,1159,2021-06-16
4468606.0,Punjab,5299801.0,831195.0,19780,2021-06-16
20343637.0,Uttar Pradesh,24254164.0,3910527.0,363177,2021-06-16
1213866.0,Tripura,1736324.0,522458.0,29069,2021-06-16
7151956.0,Telangana,8511947.0,1359991.0,172731,2021-06-16
9441618.0,Tamil Nadu,11643851.0,2202233.0,329899,2021-06-16
257485.0,Sikkim,317335.0,59850.0,14940,2021-06-16
16682442.0,Rajasthan,20042703.0,3360261.0,45333,2021-06-16
299122.0,Puducherry,353121.0,53999.0,13112,2021-06-16
42783.0,Lakshadweep,49904.0,7121.0,566,2021-06-16
320460.0,Nagaland,373071.0,52611.0,11034,2021-06-16
341373.0,Mizoram,393779.0,52406.0,20645,2021-06-16
469951.0,Meghalaya,544781.0,74830.0,13959,2021-06-16
482536.0,Manipur,554243.0,71707.0,5927,2021-06-16
21442311.0,Maharashtra,26774547.0,5332236.0,234802,2021-06-16
12815277.0,Madhya Pradesh,14840484.0,2025207.0,337410,2021-06-16
118511.0,Andaman and Nicobar Islands,133931.0,15420.0,979,2021-06-16
14127403.0,West Bengal,18249050.0,4121647.0,119676,2021-06-16
136261.0,Daman and Diu,150746.0,14485.0,2544,2021-06-16
133783.0,Daman and Diu,148183.0,14400.0,2728.0,2021-06-15
16636379.0,Rajasthan,19990335.0,3353956.0,82279.0,2021-06-15
476657.0,Manipur,548282.0,71625.0,4554.0,2021-06-15
455958.0,Meghalaya,530738.0,74780.0,13728.0,2021-06-15
320738.0,Mizoram,373131.0,52393.0,15745.0,2021-06-15
309229.0,Nagaland,361734.0,52505.0,11972.0,2021-06-15
7503538.0,Odisha,9186151.0,1682613.0,117529.0,2021-06-15
286199.0,Puducherry,339695.0,53496.0,5491.0,2021-06-15
4450734.0,Punjab,5277700.0,826966.0,28378.0,2021-06-15
242535.0,Sikkim,302373.0,59838.0,15483.0,2021-06-15
12497943.0,Madhya Pradesh,14495499.0,1997556.0,39655.0,2021-06-15
9104491.0,Tamil Nadu,11285738.0,2181247.0,86351.0,2021-06-15
6979076.0,Telangana,8333524.0,1354448.0,161147.0,2021-06-15
1185855.0,Tripura,1706142.0,520287.0,23129.0,2021-06-15
19995723.0,Uttar Pradesh,23871523.0,3875800.0,406408.0,2021-06-15
2705277.0,Uttarakhand,3419105.0,713828.0,41403.0,2021-06-15
14013951.0,West Bengal,18123718.0,4109767.0,243790.0,2021-06-15
21239855.0,Maharashtra,26524389.0,5284534.0,247653.0,2021-06-15
117545.0,Andaman and Nicobar Islands,132939.0,15394.0,865.0,2021-06-15
41486.0,Lakshadweep,48599.0,7113.0,307.0,2021-06-15
4719321.0,Delhi,6208289.0,1488968.0,53455.0,2021-06-15
155927.0,Ladakh,193330.0,37403.0,892.0,2021-06-15
347059.0,Arunachal Pradesh,426293.0,79234.0,5032.0,2021-06-15
3984232.0,Assam,4951863.0,967631.0,57112.0,2021-06-15
10273357.0,Bihar,12205407.0,1932050.0,57227.0,2021-06-15
343058.0,Chandigarh,419164.0,76106.0,6890.0,2021-06-15
5176603.0,Chhattisgarh,6344469.0,1167866.0,5514.0,2021-06-15
118673.0,Dadra and Nagar Haveli,130771.0,12098.0,4010.0,2021-06-15
9765707.0,Andhra Pradesh,12406367.0,2640660.0,81410.0,2021-06-15
577925.0,Goa,676789.0,98864.0,18021.0,2021-06-15
5862113.0,Haryana,6952038.0,1089925.0,69942.0,2021-06-15
2222751.0,Himachal Pradesh,2659045.0,436294.0,44148.0,2021-06-15
3194499.0,Jammu and Kashmir,3782472.0,587973.0,46041.0,2021-06-15
4445031.0,Jharkhand,5275846.0,830815.0,62691.0,2021-06-15
14412058.0,Karnataka,17482779.0,3070721.0,201365.0,2021-06-15
16214004.0,Gujarat,20855692.0,4641688.0,260213.0,2021-06-15
9307169.0,Kerala,11635416.0,2328247.0,209920.0,2021-06-15
4690576.0,Delhi,6154661.0,1464085.0,60947.0,2021-06-14
4385314.0,Jharkhand,5200591.0,815277.0,75720.0,2021-06-14
3146640.0,Jammu and Kashmir,3732404.0,585764.0,48009.0,2021-06-14
2178801.0,Himachal Pradesh,2614787.0,435986.0,26685.0,2021-06-14
5797875.0,Haryana,6875456.0,1077581.0,85885.0,2021-06-14
15979244.0,Gujarat,20587151.0,4607907.0,277374.0,2021-06-14
559670.0,Goa,658193.0,98523.0,18586.0,2021-06-14
10210633.0,Bihar,12133333.0,1922700.0,85217.0,2021-06-14
114675.0,Dadra and Nagar Haveli,126748.0,12073.0,4626.0,2021-06-14
5173815.0,Chhattisgarh,6337979.0,1164164.0,6534.0,2021-06-14
336282.0,Chandigarh,412175.0,75893.0,6749.0,2021-06-14
3937220.0,Assam,4891540.0,954320.0,76973.0,2021-06-14
341823.0,Arunachal Pradesh,420935.0,79112.0,5899.0,2021-06-14
9683451.0,Andhra Pradesh,12319387.0,2635936.0,349658.0,2021-06-14
116632.0,Andaman and Nicobar Islands,132004.0,15372.0,936.0,2021-06-14
9154064.0,Kerala,11422135.0,2268071.0,189816.0,2021-06-14
14219979.0,Karnataka,17262828.0,3042849.0,249812.0,2021-06-14
297104.0,Nagaland,349528.0,52424.0,12671.0,2021-06-14
155038.0,Ladakh,192431.0,37393.0,1363.0,2021-06-14
40722.0,Lakshadweep,47816.0,7094.0,801.0,2021-06-14
2671224.0,Uttarakhand,3377012.0,705788.0,55832.0,2021-06-14
19608395.0,Uttar Pradesh,23445493.0,3837098.0,432313.0,2021-06-14
1164688.0,Tripura,1681689.0,517001.0,20004.0,2021-06-14
6817886.0,Telangana,8167470.0,1349584.0,180332.0,2021-06-14
8976866.0,Tamil Nadu,11147886.0,2171020.0,234671.0,2021-06-14
226626.0,Sikkim,286462.0,59836.0,12890.0,2021-06-14
16548285.0,Rajasthan,19895554.0,3347269.0,166307.0,2021-06-14
4424663.0,Punjab,5246782.0,822119.0,25295.0,2021-06-14
280850.0,Puducherry,334027.0,53177.0,6685.0,2021-06-14